query_id,subject_id,dN,dS,dNdS
lcl|NC_000019.10_cds_NP_006136.1_97886,lcl|NC_000074.6_cds_NP_061278.1_36428,0.0222,0.3975,0.05585
lcl|NC_000019.10_cds_NP_006193.1_97350,lcl|NC_000075.6_cds_NP_062772.3_38462,0.1006,0.6211,0.1619
lcl|NC_000019.10_cds_NP_006201.1_102497,lcl|NC_000073.6_cds_XP_017177519.1_28393,0.1827,0.745,0.2452
lcl|NC_000019.10_cds_NP_006212.1_97284,lcl|NC_000075.6_cds_NP_075860.1_38415,0.02197,0.5095,0.04312
lcl|NC_000019.10_cds_NP_006224.1_99216,lcl|NC_000073.6_cds_NP_081535.1_29789,0,0.5198,0
lcl|NC_000019.10_cds_NP_006238.1_100747,lcl|NC_000073.6_cds_NP_035285.2_28763,0.01049,0.4021,0.02608
lcl|NC_000019.10_cds_NP_006261.1_101280,lcl|NC_000073.6_cds_NP_033127.1_30548,0.02912,0.4808,0.06057
lcl|NC_000019.10_cds_NP_006288.2_100275,lcl|NC_000073.6_cds_XP_017177620.1_29177,0.06883,0.5773,0.1192
lcl|NC_000019.10_cds_NP_006323.2_98305,lcl|NW_016097320.1_cds_NP_075552.2_76890,0.2582,1.074,0.2403
lcl|NC_000019.10_cds_NP_006330.2_96499,lcl|NC_000076.6_cds_NP_034570.1_44505,0.033,0.7858,0.04199
lcl|NC_000019.10_cds_NP_006342.2_97040,lcl|NC_000074.6_cds_NP_035722.2_34506,0.05576,0.6792,0.0821
lcl|NC_000019.10_cds_NP_006378.3_98099,lcl|NC_000074.6_cds_NP_613051.3_36189,0.02422,0.7841,0.03089
lcl|NC_000019.10_cds_NP_006388.2_97683,lcl|NC_000074.6_cds_XP_011246800.1_36589,0.08322,0.6783,0.1227
lcl|NC_000019.10_cds_NP_006414.2_100081,lcl|NC_000073.6_cds_NP_034391.1_29229,0.02609,0.4043,0.06453
lcl|NC_000019.10_cds_NP_006485.2_100140,lcl|NC_000073.6_cds_NP_034285.3_29273,0.01371,0.4204,0.03262
lcl|NC_000019.10_cds_NP_006500.2_100560,lcl|NC_000073.6_cds_NP_033072.2_28950,0.05263,0.6059,0.08687
lcl|NC_000019.10_cds_NP_006523.1_98358,lcl|NC_000074.6_cds_NP_031950.2_35936,0.09859,0.7485,0.1317
lcl|NC_000019.10_cds_NP_006524.1_99903,lcl|NC_000073.6_cds_NP_062267.2_29382,0.1042,0.4495,0.2318
lcl|NC_000019.10_cds_NP_006554.1_97705,lcl|NC_000074.6_cds_NP_034765.2_36579,0.1528,0.7992,0.1912
lcl|NC_000019.10_cds_NP_006618.1_98709,lcl|NC_000073.6_cds_NP_079666.1_30128,0.1056,0.5218,0.2023
lcl|NC_000019.10_cds_NP_006657.1_101128,lcl|NC_000073.6_cds_XP_006540786.1_30646,0.001784,0.609,0.00293
lcl|NC_000019.10_cds_NP_006693.3_96960,lcl|NC_000074.6_cds_XP_006508888.2_34405,0.01952,0.6391,0.03054
lcl|NC_000019.10_cds_NP_006792.1_101018,lcl|NC_000073.6_cds_NP_598711.1_30775,0.005042,0.4221,0.01194
lcl|NC_000019.10_cds_NP_006821.1_96279,lcl|NC_000076.6_cds_NP_079926.1_44324,0.09116,0.4802,0.1898
lcl|NC_000019.10_cds_NP_006844.1_101557,lcl|NC_000073.6_cds_NP_064358.1_30286,0.1066,0.4788,0.2227
lcl|NC_000019.10_cds_NP_006849.1_97393,lcl|NC_000075.6_cds_NP_034874.2_38540,0.02327,0.5752,0.04045
lcl|NC_000019.10_cds_NP_008880.2_96980,lcl|NC_000074.6_cds_NP_035633.1_34439,0.02716,0.5134,0.0529
lcl|NC_000019.10_cds_NP_008931.1_99090,lcl|NC_000073.6_cds_NP_081091.1_29862,0.02765,0.5391,0.05129
lcl|NC_000019.10_cds_NP_008971.2_99927,lcl|NC_000073.6_cds_XP_006539919.1_29334,0.01738,0.4585,0.03791
lcl|NC_000019.10_cds_NP_008987.2_100564,lcl|NC_000073.6_cds_NP_057889.3_28942,0.01977,0.5708,0.03463
lcl|NC_000019.10_cds_NP_008990.2_100885,lcl|NC_000073.6_cds_NP_598488.2_28650,0.06158,0.6559,0.09389
lcl|NC_000019.10_cds_NP_008996.1_97341,lcl|NC_000075.6_cds_NP_058022.1_38455,0.02244,0.5708,0.03931
lcl|NC_000019.10_cds_NP_009052.3_101444,lcl|NC_000073.6_cds_XP_006540867.1_30428,0.05823,0.5998,0.09708
lcl|NC_000019.10_cds_NP_009096.2_96377,lcl|NC_000076.6_cds_XP_006513458.1_44396,0.01414,0.8244,0.01715
lcl|NC_000019.10_cds_NP_009127.1_101540,lcl|NC_000073.6_cds_NP_032966.1_30293,0.185,0.6904,0.2679
lcl|NC_000019.10_cds_NP_009185.2_101391,lcl|NC_000073.6_cds_NP_067524.2_30496,0.1141,0.7088,0.161
lcl|NC_000019.10_cds_NP_009194.2_98432,lcl|NC_000074.6_cds_NP_067513.1_35894,0.0578,0.6157,0.09388
lcl|NC_000019.10_cds_NP_009210.1_102361,lcl|NC_000073.6_cds_NP_001192160.1_28294,0.001819,0.3955,0.004599
lcl|NC_000019.10_cds_NP_015559.2_96792,lcl|NC_000083.6_cds_NP_082209.1_68395,0.1025,0.811,0.1264
lcl|NC_000019.10_cds_NP_015561.1_96794,lcl|NC_000083.6_cds_NP_001239395.1_68393,0.1131,0.7312,0.1547
lcl|NC_000019.10_cds_NP_036220.1_98182,lcl|NC_000074.6_cds_NP_079672.1_36112,0.05746,0.7033,0.0817
lcl|NC_000019.10_cds_NP_036231.1_100609,lcl|NC_000073.6_cds_NP_665821.1_28911,0.2471,0.8243,0.2998
lcl|NC_000019.10_cds_NP_036241.1_98402,lcl|NC_000074.6_cds_NP_892036.1_35918,0.1536,0.6816,0.2254
lcl|NC_000019.10_cds_NP_036246.1_97973,lcl|NC_000076.6_cds_NP_033939.1_44084,0.1653,0.6268,0.2638
lcl|NC_000019.10_cds_NP_036287.1_100650,lcl|NC_000073.6_cds_NP_001156468.1_28889,0.02588,0.4793,0.054
lcl|NC_000019.10_cds_NP_036350.2_97379,lcl|NC_000075.6_cds_XP_006510094.1_38494,0.03394,0.5494,0.06178
lcl|NC_000019.10_cds_NP_036386.1_102755,lcl|NC_000073.6_cds_NP_033538.2_28562,0.1847,0.668,0.2765
lcl|NC_000019.10_cds_NP_036424.2_96160,lcl|NC_000076.6_cds_NP_001136173.1_44212,0.08985,0.8235,0.1091
lcl|NC_000019.10_cds_NP_036447.1_101544,lcl|NC_000073.6_cds_XP_006540600.1_30291,0.1351,0.7184,0.188
lcl|NC_000019.10_cds_NP_036453.1_98324,lcl|NC_000074.6_cds_NP_056631.2_35954,0.01389,0.6662,0.02085
lcl|NC_000019.10_cds_NP_036467.2_97119,lcl|NC_000083.6_cds_NP_444444.2_67099,0.03322,0.6295,0.05276
lcl|NC_000019.10_cds_NP_036509.1_97965,lcl|NC_000076.6_cds_NP_666420.2_44090,0.1836,0.5242,0.3503
lcl|NC_000019.10_cds_NP_036530.1_96513,lcl|NC_000076.6_cds_NP_032870.2_44493,0.03336,0.5788,0.05763
lcl|NC_000019.10_cds_NP_036555.1_101257,lcl|NC_000073.6_cds_NP_033464.2_30568,0.0209,0.4984,0.04194
lcl|NC_000019.10_cds_NP_036567.2_96055,lcl|NC_000076.6_cds_NP_001019710.1_44123,0.06514,0.6616,0.09845
lcl|NC_000019.10_cds_NP_036590.1_96403,lcl|NC_000076.6_cds_NP_038923.1_44430,0.02823,0.3906,0.07229
lcl|NC_000019.10_cds_NP_037414.3_96663,lcl|NC_000083.6_cds_NP_001104550.1_68326,0.1451,1.059,0.1371
lcl|NC_000019.10_cds_NP_037444.2_97671,lcl|NC_000074.6_cds_XP_011246625.2_36600,0.07182,0.6175,0.1163
lcl|NC_000019.10_cds_NP_037480.1_101022,lcl|NC_000073.6_cds_XP_017177583.1_30760,0.02988,0.4568,0.0654
lcl|NC_000019.10_cds_NP_037508.2_99833,lcl|NC_000073.6_cds_XP_006540280.1_29424,0.08087,0.5408,0.1495
lcl|NC_000019.10_cds_NP_037535.2_100784,lcl|NC_000073.6_cds_NP_001034967.1_28742,0.02852,0.4903,0.05817
lcl|NC_000019.10_cds_NP_038461.2_97660,lcl|NC_000074.6_cds_XP_017168137.1_36617,0.001597,0.4023,0.003969
lcl|NC_000019.10_cds_NP_054766.1_97780,lcl|NC_000074.6_cds_XP_017167984.1_36496,0.0984,0.9235,0.1066
lcl|NC_000019.10_cds_NP_054796.1_98078,lcl|NC_000074.6_cds_NP_080731.1_36168,0.02272,0.7855,0.02892
lcl|NC_000019.10_cds_NP_054892.2_98150,lcl|NC_000074.6_cds_XP_017168437.1_36071,0.05392,0.8729,0.06176
lcl|NC_000019.10_cds_NP_055018.2_101354,lcl|NC_000073.6_cds_NP_031484.1_30519,0.006688,0.4385,0.01525
lcl|NC_000019.10_cds_NP_055024.2_99085,lcl|NC_000073.6_cds_XP_006539604.1_29865,0.1961,0.5969,0.3285
lcl|NC_000019.10_cds_NP_055040.2_101732,lcl|NC_000083.6_cds_NP_058587.1_66042,6.951e-4,0.4403,0.0015790000000000001
lcl|NC_000019.10_cds_NP_055081.1_99176,lcl|NC_000073.6_cds_NP_035957.2_29814,0.131,0.6556,0.1998
lcl|NC_000019.10_cds_NP_055112.2_100269,lcl|NC_000073.6_cds_XP_017167710.1_29183,0.05295,0.6632,0.07983
lcl|NC_000019.10_cds_NP_055145.3_101099,lcl|NC_000073.6_cds_NP_032680.1_30674,0.3399,0.8016,0.424
lcl|NC_000019.10_cds_NP_055162.1_102746,lcl|NC_000073.6_cds_XP_011248860.1_28554,0.1898,0.7054,0.269
lcl|NC_000019.10_cds_NP_055179.1_99073,lcl|NC_000073.6_cds_XP_006539608.1_29879,0.1287,0.8991,0.1431
lcl|NC_000019.10_cds_NP_055186.3_97999,lcl|NC_000083.6_cds_NP_059504.2_66961,0.04049,0.4025,0.1006
lcl|NC_000019.10_cds_NP_055215.2_100261,lcl|NC_000073.6_cds_NP_598504.1_29187,0.1582,0.6464,0.2447
lcl|NC_000019.10_cds_NP_055234.1_101209,lcl|NC_000073.6_cds_NP_056604.2_30600,0.2282,0.7208,0.3166
lcl|NC_000019.10_cds_NP_055256.1_101580,lcl|NC_000073.6_cds_NP_112458.2_30267,0.3531,0.7604,0.4644
lcl|NC_000019.10_cds_NP_055290.1_101112,lcl|NC_000073.6_cds_NP_082179.1_30653,0.1376,0.6856,0.2007
lcl|NC_000019.10_cds_NP_055316.2_102321,lcl|NC_000073.6_cds_NP_598538.1_28234,0.04402,0.482,0.09132
lcl|NC_000019.10_cds_NP_055416.2_100908,lcl|NC_000073.6_cds_XP_011248884.1_28636,0.01639,0.6159,0.02661
lcl|NC_000019.10_cds_NP_055464.1_96706,lcl|NC_000083.6_cds_XP_006524219.1_68361,0.1558,0.8026,0.1942
lcl|NC_000019.10_cds_NP_055542.1_99101,lcl|NC_000073.6_cds_XP_006540471.1_29854,0.04686,0.4481,0.1046
lcl|NC_000019.10_cds_NP_055713.1_99471,lcl|NC_000073.6_cds_NP_038733.1_29728,0.08635,0.9728,0.08876
lcl|NC_000019.10_cds_NP_055725.2_98770,lcl|NC_000073.6_cds_XP_006540360.1_30099,0.1123,0.7179,0.1564
lcl|NC_000019.10_cds_NP_055736.2_97850,lcl|NC_000074.6_cds_NP_851382.2_36451,0.007686,0.4657,0.0165
lcl|NC_000019.10_cds_NP_055746.3_102273,lcl|NC_000073.6_cds_XP_011248858.1_28201,0.07912,0.5474,0.1445
lcl|NC_000019.10_cds_NP_055790.1_97702,lcl|NC_000074.6_cds_NP_064329.2_36583,0.03039,0.6374,0.04768
lcl|NC_000019.10_cds_NP_055831.1_98286,lcl|NC_000074.6_cds_XP_017168399.1_35980,0.04788,0.7356,0.06509
lcl|NC_000019.10_cds_NP_055878.1_100879,lcl|NC_000073.6_cds_NP_683748.1_28651,0.02751,0.4933,0.05577
lcl|NC_000019.10_cds_NP_055940.3_100157,lcl|NC_000073.6_cds_XP_006540431.1_29279,0.03889,0.4098,0.09491
lcl|NC_000019.10_cds_NP_055989.1_96534,lcl|NC_000076.6_cds_NP_001030067.2_44470,0.3187,0.9241,0.3449
lcl|NC_000019.10_cds_NP_056117.1_99078,lcl|NC_000073.6_cds_NP_082275.1_29868,0.1768,0.5023,0.3521
lcl|NC_000019.10_cds_NP_056136.2_98415,lcl|NC_000074.6_cds_NP_001004062.1_35907,0.04624,0.5321,0.08689
lcl|NC_000019.10_cds_NP_056144.3_98494,lcl|NC_000074.6_cds_XP_006509839.1_35848,6.559e-4,0.5366,0.001222
lcl|NC_000019.10_cds_NP_056243.1_101425,lcl|NC_000073.6_cds_XP_006540945.1_30462,0.3087,0.7231,0.427
lcl|NC_000019.10_cds_NP_056308.3_97449,lcl|NC_000075.6_cds_NP_663586.3_38576,0.09019,0.7328,0.1231
lcl|NC_000019.10_cds_NP_056341.1_99192,lcl|NC_000073.6_cds_XP_006540474.1_29807,0.007037,0.4847,0.01452
lcl|NC_000019.10_cds_NP_056411.1_101570,lcl|NC_000073.6_cds_XP_006541119.1_30278,0.1283,0.7133,0.1799
lcl|NC_000019.10_cds_NP_056464.1_100700,lcl|NC_000073.6_cds_NP_848872.2_28837,0.01695,0.5596,0.03028
lcl|NC_000019.10_cds_NP_056490.2_96405,lcl|NC_000076.6_cds_NP_032681.1_44433,0.03578,0.6436,0.05559
lcl|NC_000019.10_cds_NP_056498.1_98263,lcl|NW_016097320.1_cds_NP_081836.1_76894,0.119,0.7416,0.1604
lcl|NC_000019.10_cds_NP_056525.2_100909,lcl|NC_000073.6_cds_NP_598592.2_28634,0.1133,0.556,0.2038
lcl|NC_000019.10_cds_NP_056534.2_97290,lcl|NC_000075.6_cds_NP_001304317.1_38419,0.1006,0.6211,0.162
lcl|NC_000019.10_cds_NP_056540.2_97292,lcl|NC_000075.6_cds_NP_001025461.1_38422,0.09862,0.5819,0.1695
lcl|NC_000019.10_cds_NP_056981.2_96547,lcl|NC_000076.6_cds_NP_067476.2_44460,0.04531,0.6804,0.06659
lcl|NC_000019.10_cds_NP_057009.3_98989,lcl|NC_000073.6_cds_NP_001157656.1_29927,0.09869,0.693,0.1424
lcl|NC_000019.10_cds_NP_057049.5_98513,lcl|NC_000074.6_cds_XP_017168432.1_35828,0.09551,0.7863,0.1215
lcl|NC_000019.10_cds_NP_057232.2_101487,lcl|NC_000073.6_cds_XP_006540928.1_30363,0.03042,0.5809,0.05237
lcl|NC_000019.10_cds_NP_057238.3_99904,lcl|NC_000073.6_cds_NP_083667.1_29381,0.005436,0.3928,0.01384
lcl|NC_000019.10_cds_NP_057283.1_96387,lcl|NC_000076.6_cds_NP_079625.1_44411,0.01302,0.8577,0.01519
lcl|NC_000019.10_cds_NP_057330.2_101086,lcl|NC_000073.6_cds_NP_079606.3_30686,0.1069,0.5006,0.2136
lcl|NC_000019.10_cds_NP_057347.2_96489,lcl|NC_000076.6_cds_NP_062731.1_44511,0.009828,0.6407,0.01534
lcl|NC_000019.10_cds_NP_057354.1_98081,lcl|NC_000074.6_cds_NP_032478.2_36171,0.06772,0.6516,0.1039
lcl|NC_000019.10_cds_NP_057409.1_102684,lcl|NC_000079.6_cds_XP_011242792.1_56054,0.2764,0.6286,0.4398
lcl|NC_000019.10_cds_NP_057452.1_98353,lcl|NC_000074.6_cds_NP_076116.1_35937,0.06702,0.7281,0.09204
lcl|NC_000019.10_cds_NP_057541.2_100780,lcl|NC_000073.6_cds_NP_849231.1_28746,0.02272,0.5101,0.04453
lcl|NC_000019.10_cds_NP_057623.2_96565,lcl|NC_000076.6_cds_XP_006513924.1_44571,0.07128,0.6454,0.1104
lcl|NC_000019.10_cds_NP_057663.1_97071,lcl|NT_187027.1_cds_NP_062294.3_78451,0.2612,0.6533,0.3997
lcl|NC_000019.10_cds_NP_057665.2_97524,lcl|NC_000075.6_cds_XP_011240840.1_38636,0.1776,0.6805,0.261
lcl|NC_000019.10_cds_NP_057669.1_96049,lcl|NC_000076.6_cds_NP_035713.1_44119,0.2783,0.8162,0.341
lcl|NC_000019.10_cds_NP_058637.1_99716,lcl|NC_000073.6_cds_NP_031892.2_29504,0.09213,0.6139,0.1501
lcl|NC_000019.10_cds_NP_059128.2_101386,lcl|NC_000073.6_cds_NP_598710.1_30502,0.01566,0.5046,0.03103
lcl|NC_000019.10_cds_NP_059431.1_101023,lcl|NC_000073.6_cds_NP_035311.1_30759,0.00297,0.4447,0.006679
lcl|NC_000019.10_cds_NP_060020.1_96035,lcl|NC_000076.6_cds_NP_001303628.1_44111,0.1046,0.676,0.1547
lcl|NC_000019.10_cds_NP_060043.2_96250,lcl|NC_000076.6_cds_NP_032819.1_44293,0.1228,0.5957,0.2062
lcl|NC_000019.10_cds_NP_060062.1_99692,lcl|NC_000073.6_cds_NP_080318.2_29521,0.03584,0.6348,0.05647
lcl|NC_000019.10_cds_NP_060077.1_102237,lcl|NC_000073.6_cds_XP_006539830.1_28170,0.0708,0.561,0.1262
lcl|NC_000019.10_cds_NP_060106.2_101163,lcl|NC_000073.6_cds_NP_780339.2_30621,0.1053,0.7031,0.1498
lcl|NC_000019.10_cds_NP_060129.2_100673,lcl|NC_000073.6_cds_NP_080387.2_28876,0.09019,0.5062,0.1782
lcl|NC_000019.10_cds_NP_060130.3_98508,lcl|NC_000074.6_cds_XP_017168208.1_35836,0.06242,0.5954,0.1048
lcl|NC_000019.10_cds_NP_060173.1_97274,lcl|NC_000075.6_cds_XP_006510460.1_38405,0.03769,0.5385,0.07
lcl|NC_000019.10_cds_NP_060182.1_98328,lcl|NC_000074.6_cds_NP_075706.1_35953,0.02694,1.146,0.02351
lcl|NC_000019.10_cds_NP_060192.1_97742,lcl|NC_000074.6_cds_NP_932137.2_36540,0.09671,0.6867,0.1408
lcl|NC_000019.10_cds_NP_060267.2_96347,lcl|NC_000076.6_cds_NP_663336.2_44356,0.02539,0.5976,0.04249
lcl|NC_000019.10_cds_NP_060275.2_101073,lcl|NC_000073.6_cds_NP_082820.1_30706,0.02599,0.6272,0.04144
lcl|NC_000019.10_cds_NP_060284.1_98464,lcl|NC_000074.6_cds_NP_663572.1_35867,0.103,0.508,0.2028
lcl|NC_000019.10_cds_NP_060324.1_100825,lcl|NC_000073.6_cds_NP_081214.1_28723,0.03838,0.6899,0.05563
lcl|NC_000019.10_cds_NP_060384.3_96204,lcl|NC_000076.6_cds_NP_081483.1_44263,0.2548,1.146,0.2224
lcl|NC_000019.10_cds_NP_060386.1_101229,lcl|NC_000073.6_cds_XP_017167766.1_30579,0.1181,0.6036,0.1956
lcl|NC_000019.10_cds_NP_060495.2_98809,lcl|NC_000073.6_cds_NP_080457.1_30063,0.08726,0.5979,0.1459
lcl|NC_000019.10_cds_NP_060505.2_99960,lcl|NC_000073.6_cds_NP_001277416.1_29308,0.2165,0.5381,0.4023
lcl|NC_000019.10_cds_NP_060519.1_96375,lcl|NC_000076.6_cds_NP_076389.2_44390,0.07738,0.4767,0.1623
lcl|NC_000019.10_cds_NP_060544.2_96589,lcl|NC_000083.6_cds_NP_082657.1_68272,0.09032,0.7044,0.1282
lcl|NC_000019.10_cds_NP_060624.1_97849,lcl|NC_000074.6_cds_NP_077146.1_36462,0.05063,0.4808,0.1053
lcl|NC_000019.10_cds_NP_060644.4_98210,lcl|NC_000074.6_cds_NP_766601.2_36013,0.1903,1.122,0.1697
lcl|NC_000019.10_cds_NP_060685.2_100752,lcl|NC_000073.6_cds_XP_006540424.1_28760,0.2238,0.7166,0.3123
lcl|NC_000019.10_cds_NP_060743.2_101012,lcl|NC_000073.6_cds_NP_659050.2_30782,0.08673,0.4912,0.1766
lcl|NC_000019.10_cds_NP_060786.1_98405,lcl|NC_000074.6_cds_NP_848886.1_35915,0.0711,0.7297,0.09744
lcl|NC_000019.10_cds_NP_060851.2_97293,lcl|NC_000075.6_cds_NP_783618.1_38423,0.01983,0.7421,0.02672
lcl|NC_000019.10_cds_NP_060937.1_98138,lcl|NC_000074.6_cds_XP_006509789.1_36057,0.07293,0.7253,0.1006
lcl|NC_000019.10_cds_NP_061157.3_97457,lcl|NC_000075.6_cds_NP_001074409.1_38586,0.1779,0.6483,0.2744
lcl|NC_000019.10_cds_NP_061178.1_96651,lcl|NC_000083.6_cds_NP_034322.3_68320,0.04998,0.7917,0.06313
lcl|NC_000019.10_cds_NP_061832.2_96220,lcl|NC_000076.6_cds_XP_006514132.1_44275,0.006837,0.5723,0.01195
lcl|NC_000019.10_cds_NP_061943.2_98435,lcl|NC_000074.6_cds_NP_001020093.2_35893,0.04639,0.6719,0.06905
lcl|NC_000019.10_cds_NP_061961.2_99690,lcl|NC_000073.6_cds_NP_062331.2_29522,0.006004,0.4793,0.01253
lcl|NC_000019.10_cds_NP_061977.1_99116,lcl|NC_000073.6_cds_NP_083653.1_29846,0.02659,0.5878,0.04523
lcl|NC_000019.10_cds_NP_061980.1_96639,lcl|NC_000083.6_cds_NP_543027.1_68316,0.067780000000000007,0.5953,0.1139
lcl|NC_000019.10_cds_NP_061981.2_100318,lcl|NC_000073.6_cds_XP_006540440.1_29158,0.01355,0.5815,0.02331
lcl|NC_000019.10_cds_NP_061985.2_96142,lcl|NC_000076.6_cds_XP_006513773.1_44204,0.1337,0.7339,0.1822
lcl|NC_000019.10_cds_NP_061986.1_101081,lcl|NC_000073.6_cds_XP_011249182.1_30698,0.1416,0.6836,0.2072
lcl|NC_000019.10_cds_NP_061994.1_100576,lcl|NC_000073.6_cds_NP_954600.1_28937,0.06512,0.4521,0.144
lcl|NC_000019.10_cds_NP_062823.1_98822,lcl|NC_000073.6_cds_NP_059090.3_30056,0.03851,0.4274,0.09009
lcl|NC_000019.10_cds_NP_062829.1_100919,lcl|NC_000073.6_cds_NP_038905.1_28602,0.0339,0.4888,0.06935
lcl|NC_000019.10_cds_NP_063937.2_100139,lcl|NC_000073.6_cds_NP_001026837.1_29271,0.02664,0.3686,0.07227
lcl|NC_000019.10_cds_NP_064543.3_99954,lcl|NC_000073.6_cds_NP_613052.1_29315,0.05369,0.585,0.09178
lcl|NC_000019.10_cds_NP_064555.2_96460,lcl|NC_000076.6_cds_NP_598770.1_44528,0.03935,0.5418,0.07264
lcl|NC_000019.10_cds_NP_064560.2_96766,lcl|NC_000083.6_cds_NP_659107.2_68413,0.09928,0.7194,0.138
lcl|NC_000019.10_cds_NP_064581.2_96969,lcl|NC_000074.6_cds_NP_080432.1_34426,0.006943,0.5544,0.01252
lcl|NC_000019.10_cds_NP_064594.3_96590,lcl|NC_000083.6_cds_NP_033194.1_68276,0.1091,0.754,0.1447
lcl|NC_000019.10_cds_NP_064705.1_101228,lcl|NC_000073.6_cds_NP_892038.2_30585,0.008097,0.4707,0.0172
lcl|NC_000019.10_cds_NP_065111.1_102330,lcl|NC_000073.6_cds_XP_006540084.1_28256,0.02537,0.4979,0.05096
lcl|NC_000019.10_cds_NP_065139.2_100257,lcl|NC_000073.6_cds_NP_081138.2_29204,0.3591,1.119,0.3209
lcl|NC_000019.10_cds_NP_065143.2_98543,lcl|NC_000074.6_cds_NP_573487.2_35810,0.02671,0.4606,0.05799
lcl|NC_000019.10_cds_NP_065148.1_96985,lcl|NC_000074.6_cds_NP_075360.1_34445,0.345,0.877,0.3934
lcl|NC_000019.10_cds_NP_065161.3_97372,lcl|NC_000075.6_cds_NP_690021.1_38481,0.0541,0.6038,0.0896
lcl|NC_000019.10_cds_NP_065394.1_96958,lcl|NC_000074.6_cds_NP_444407.1_34398,0.04709,0.5412,0.08701
lcl|NC_000019.10_cds_NP_065688.1_96080,lcl|NC_000076.6_cds_NP_075793.1_44142,0.07872,0.5517,0.1427
lcl|NC_000019.10_cds_NP_065701.2_101263,lcl|NC_000073.6_cds_XP_006541050.1_30564,0.03647,0.5605,0.06507
lcl|NC_000019.10_cds_NP_065746.3_96328,lcl|NC_000076.6_cds_NP_080128.2_44340,0.1227,0.707,0.1736
lcl|NC_000019.10_cds_NP_065760.1_100754,lcl|NC_000073.6_cds_NP_001093106.1_28758,0.2294,0.9393,0.2442
lcl|NC_000019.10_cds_NP_065770.1_101279,lcl|NC_000073.6_cds_NP_778187.2_30550,0.03425,0.682,0.05022
lcl|NC_000019.10_cds_NP_065879.1_102477,lcl|NC_000073.6_cds_NP_780456.2_28375,0.1499,0.6184,0.2424
lcl|NC_000019.10_cds_NP_065907.2_98760,lcl|NC_000073.6_cds_NP_758502.1_30100,0.0265,0.5246,0.05052
lcl|NC_000019.10_cds_NP_065946.2_98936,lcl|NC_000073.6_cds_XP_006540250.1_29964,0.02901,0.5458,0.05315
lcl|NC_000019.10_cds_NP_065953.1_96967,lcl|NC_000074.6_cds_NP_081447.2_34424,0.04783,0.6858,0.06975
lcl|NC_000019.10_cds_NP_066007.1_99832,lcl|NC_000073.6_cds_NP_062285.1_29428,0.03002,0.4085,0.07349
lcl|NC_000019.10_cds_NP_066010.1_98162,lcl|NC_000074.6_cds_XP_006509751.1_36087,0.06742,0.8374,0.08051
lcl|NC_000019.10_cds_NP_066575.2_102720,lcl|NC_000073.6_cds_NP_722497.1_28544,0.1522,0.6045,0.2517
lcl|NC_000019.10_cds_NP_066925.1_99514,lcl|NC_000073.6_cds_NP_035594.1_29685,0.1829,0.6307,0.29
lcl|NC_000019.10_cds_NP_066998.1_99003,lcl|NC_000073.6_cds_NP_115930.1_29921,0.345,0.79,0.4367
lcl|NC_000019.10_cds_NP_067054.1_96508,lcl|NC_000076.6_cds_NP_081657.1_44496,0.0658,0.6698,0.09824
lcl|NC_000019.10_cds_NP_067055.1_99141,lcl|NC_000073.6_cds_NP_062419.2_29827,0.1193,0.5966,0.2
lcl|NC_000019.10_cds_NP_067058.1_98089,lcl|NC_000074.6_cds_XP_017168048.1_36181,0.04048,0.5377,0.07528
lcl|NC_000019.10_cds_NP_067064.2_98001,lcl|NC_000083.6_cds_XP_017172892.1_66962,0.04299,0.4978,0.08637
lcl|NC_000019.10_cds_NP_067090.1_98427,lcl|NC_000074.6_cds_NP_619588.1_35895,0.1058,0.7373,0.1436
lcl|NC_000019.10_cds_NP_068379.1_101350,lcl|NC_000073.6_cds_XP_006540857.1_30526,0.08549,0.4691,0.1822
lcl|NC_000019.10_cds_NP_068713.2_99923,lcl|NC_000073.6_cds_XP_006540052.1_29342,0.06453,0.4773,0.1352
lcl|NC_000019.10_cds_NP_071289.1_98979,lcl|NC_000073.6_cds_NP_071290.1_29938,0.06789,0.5443,0.1247
lcl|NC_000019.10_cds_NP_071329.2_101572,lcl|NC_000073.6_cds_XP_006541018.1_30275,0.1674,0.6853,0.2442
lcl|NC_000019.10_cds_NP_071448.1_101154,lcl|NC_000073.6_cds_NP_035828.1_30630,0.009826,0.6038,0.01627
lcl|NC_000019.10_cds_NP_075055.1_98017,lcl|NC_000083.6_cds_NP_848900.2_66985,0.1122,0.5972,0.1878
lcl|NC_000019.10_cds_NP_075378.1_98485,lcl|NC_000074.6_cds_NP_808568.1_35853,0.04875,0.6491,0.07511
lcl|NC_000019.10_cds_NP_075384.3_97362,lcl|NC_000075.6_cds_NP_663391.2_38471,0.1036,0.8618,0.1202
lcl|NC_000019.10_cds_NP_076943.1_97663,lcl|NC_000074.6_cds_NP_081036.2_36611,0.02945,0.2551,0.1155
lcl|NC_000019.10_cds_NP_076979.1_98104,lcl|NC_000074.6_cds_NP_653117.1_36196,0.04585,0.5724,0.0801
lcl|NC_000019.10_cds_NP_077005.2_96125,lcl|NC_000076.6_cds_NP_780659.2_44194,0.09614,0.5606,0.1715
lcl|NC_000019.10_cds_NP_077008.2_96859,lcl|NC_000083.6_cds_NP_080153.2_68438,0.03352,0.6794,0.04933
lcl|NC_000019.10_cds_NP_077009.2_98102,lcl|NC_000074.6_cds_NP_765984.1_36195,0.02115,0.7746,0.02731
